Rep,Bloc,Trt,Strain,Time,Survival,Mortality
Ita1B1,B1,B,Ita1,9,9,10
Ita1B1,B1,B,Ita1,10,9,10
Ita1B1,B1,B,Ita1,11,7,30
Ita1B1,B1,B,Ita1,12,7,30
Ita1B1,B1,B,Ita1,13,7,30
Ita1B1,B1,B,Ita1,14,7,30
Ita1B1,B1,B,Ita1,0,10,0
Ita1B10,B10,B,Ita1,1,9,10
Ita1B10,B10,B,Ita1,2,9,10
Ita1B10,B10,B,Ita1,3,9,10
Ita1B10,B10,B,Ita1,4,8,20
Ita1B10,B10,B,Ita1,5,8,20
Ita1B10,B10,B,Ita1,6,8,20
Ita1B10,B10,B,Ita1,7,8,20
Ita1B10,B10,B,Ita1,8,8,20
Ita1B10,B10,B,Ita1,9,8,20
Ita1B10,B10,B,Ita1,10,7,30
Ita1B10,B10,B,Ita1,11,7,30
Ita1B10,B10,B,Ita1,12,7,30
Ita1B10,B10,B,Ita1,13,7,30
Ita1B10,B10,B,Ita1,14,7,30
Ita1B10,B10,B,Ita1,0,10,0
Ita1B2,B2,B,Ita1,1,9,10
Ita1B2,B2,B,Ita1,2,9,10
Ita1B2,B2,B,Ita1,3,9,10
Ita1B2,B2,B,Ita1,4,9,10
Ita1B2,B2,B,Ita1,5,9,10
Ita1B2,B2,B,Ita1,6,9,10
Ita1B2,B2,B,Ita1,7,9,10
Ita1B2,B2,B,Ita1,8,9,10
Ita1B2,B2,B,Ita1,9,9,10
Ita1B2,B2,B,Ita1,10,9,10
Ita1B2,B2,B,Ita1,11,8,20
Ita1B2,B2,B,Ita1,12,7,30
Ita1B2,B2,B,Ita1,13,7,30
Ita1B2,B2,B,Ita1,14,7,30
Ita1B2,B2,B,Ita1,0,10,0
Ita1B3,B3,B,Ita1,1,8,20
Ita1B3,B3,B,Ita1,2,8,20
Ita1B3,B3,B,Ita1,3,8,20
Ita1B3,B3,B,Ita1,4,8,20
Ita1B3,B3,B,Ita1,5,8,20
Ita1B3,B3,B,Ita1,6,8,20
Ita1B3,B3,B,Ita1,7,8,20
Ita1B3,B3,B,Ita1,8,7,30
Ita1B3,B3,B,Ita1,9,7,30
Ita1B3,B3,B,Ita1,10,6,40
Ita1B3,B3,B,Ita1,11,6,40
Ita1B3,B3,B,Ita1,12,6,40
Ita1B3,B3,B,Ita1,13,6,40
Ita1B3,B3,B,Ita1,14,6,40
Ita1B3,B3,B,Ita1,0,10,0
Ita1B4,B4,B,Ita1,1,10,0
Ita1B4,B4,B,Ita1,2,10,0
Ita1B4,B4,B,Ita1,3,10,0
Ita1B4,B4,B,Ita1,4,10,0
Ita1B4,B4,B,Ita1,5,10,0
Ita1B4,B4,B,Ita1,6,10,0
Ita1B4,B4,B,Ita1,7,9,10
Ita1B4,B4,B,Ita1,8,9,10
Ita1B4,B4,B,Ita1,9,7,30
Ita1B4,B4,B,Ita1,10,7,30
Ita1B4,B4,B,Ita1,11,7,30
Ita1B4,B4,B,Ita1,12,7,30
Ita1B4,B4,B,Ita1,13,7,30
Ita1B4,B4,B,Ita1,14,7,30
Ita1B4,B4,B,Ita1,0,10,0
Ita1B5,B5,B,Ita1,1,10,0
Ita1B5,B5,B,Ita1,2,9,10
Ita1B5,B5,B,Ita1,3,9,10
Ita1B5,B5,B,Ita1,4,9,10
Ita1B5,B5,B,Ita1,5,9,10
Ita1B5,B5,B,Ita1,6,9,10
Ita1B5,B5,B,Ita1,7,9,10
Ita1B5,B5,B,Ita1,8,9,10
Ita1B5,B5,B,Ita1,9,9,10
Ita1B5,B5,B,Ita1,10,9,10
Ita1B5,B5,B,Ita1,11,9,10
Ita1B5,B5,B,Ita1,12,9,10
Ita1B5,B5,B,Ita1,13,9,10
Ita1B5,B5,B,Ita1,14,9,10
Ita1B5,B5,B,Ita1,0,10,0
Ita1B6,B6,B,Ita1,1,9,10
Ita1B6,B6,B,Ita1,2,9,10
Ita1B6,B6,B,Ita1,3,9,10
Ita1B6,B6,B,Ita1,4,9,10
Ita1B6,B6,B,Ita1,5,9,10
Ita1B6,B6,B,Ita1,6,9,10
Ita1B6,B6,B,Ita1,7,9,10
Ita1B6,B6,B,Ita1,8,9,10
Ita1B6,B6,B,Ita1,9,9,10
Ita1B6,B6,B,Ita1,10,9,10
Ita1B6,B6,B,Ita1,11,9,10
Ita1B6,B6,B,Ita1,12,9,10
Ita1B6,B6,B,Ita1,13,9,10
Ita1B6,B6,B,Ita1,14,9,10
Ita1B6,B6,B,Ita1,0,10,0
Ita1B7,B7,B,Ita1,1,8,20
Ita1B7,B7,B,Ita1,2,8,20
Ita1B7,B7,B,Ita1,3,8,20
Ita1B7,B7,B,Ita1,4,8,20
Ita1B7,B7,B,Ita1,5,8,20
Ita1B7,B7,B,Ita1,6,8,20
Ita1B7,B7,B,Ita1,7,8,20
Ita1B7,B7,B,Ita1,8,7,30
Ita1B7,B7,B,Ita1,9,7,30
Ita1B7,B7,B,Ita1,10,6,40
Ita1B7,B7,B,Ita1,11,6,40
Ita1B7,B7,B,Ita1,12,6,40
Ita1B7,B7,B,Ita1,13,6,40
Ita1B7,B7,B,Ita1,14,6,40
Ita1B7,B7,B,Ita1,0,10,0
Ita1B8,B8,B,Ita1,1,7,30
Ita1B8,B8,B,Ita1,2,5,50
Ita1B8,B8,B,Ita1,3,5,50
Ita1B8,B8,B,Ita1,4,5,50
Ita1B8,B8,B,Ita1,5,5,50
Ita1B8,B8,B,Ita1,6,5,50
Ita1B8,B8,B,Ita1,7,5,50
Ita1B8,B8,B,Ita1,8,5,50
Ita1B8,B8,B,Ita1,9,5,50
Ita1B8,B8,B,Ita1,10,5,50
Ita1B8,B8,B,Ita1,11,5,50
Ita1B8,B8,B,Ita1,12,5,50
Ita1B8,B8,B,Ita1,13,5,50
Ita1B8,B8,B,Ita1,14,5,50
Ita1B8,B8,B,Ita1,0,10,0
Ita1B9,B9,B,Ita1,1,10,0
Ita1B9,B9,B,Ita1,2,8,20
Ita1B9,B9,B,Ita1,3,8,20
Ita1B9,B9,B,Ita1,4,8,20
Ita1B9,B9,B,Ita1,5,8,20
Ita1B9,B9,B,Ita1,6,7,30
Ita1B9,B9,B,Ita1,7,7,30
Ita1B9,B9,B,Ita1,8,6,40
Ita1B9,B9,B,Ita1,9,6,40
Ita1B9,B9,B,Ita1,10,6,40
Ita1B9,B9,B,Ita1,11,6,40
Ita1B9,B9,B,Ita1,12,5,50
Ita1B9,B9,B,Ita1,13,5,50
Ita1B9,B9,B,Ita1,14,5,50
Ita1B9,B9,B,Ita1,0,10,0
Ita1C1,B1,C,Ita1,1,10,0
Ita1C1,B1,C,Ita1,2,10,0
Ita1C1,B1,C,Ita1,3,9,10
Ita1C1,B1,C,Ita1,4,9,10
Ita1C1,B1,C,Ita1,5,9,10
Ita1C1,B1,C,Ita1,6,9,10
Ita1C1,B1,C,Ita1,7,9,10
Ita1C1,B1,C,Ita1,8,9,10
Ita1C1,B1,C,Ita1,9,9,10
Ita1C1,B1,C,Ita1,10,9,10
Ita1C1,B1,C,Ita1,11,8,20
Ita1C1,B1,C,Ita1,12,8,20
Ita1C1,B1,C,Ita1,13,8,20
Ita1C1,B1,C,Ita1,14,8,20
Ita1C1,B1,C,Ita1,0,10,0
Ita1C10,B10,C,Ita1,1,10,0
Ita1C10,B10,C,Ita1,2,10,0
Ita1C10,B10,C,Ita1,3,10,0
Ita1C10,B10,C,Ita1,4,10,0
Ita1C10,B10,C,Ita1,5,10,0
Ita1C10,B10,C,Ita1,6,10,0
Ita1C10,B10,C,Ita1,7,10,0
Ita1C10,B10,C,Ita1,8,10,0
Ita1C10,B10,C,Ita1,9,10,0
Ita1C10,B10,C,Ita1,10,10,0
Ita1C10,B10,C,Ita1,11,10,0
Ita1C10,B10,C,Ita1,12,10,0
Ita1C10,B10,C,Ita1,13,10,0
Ita1C10,B10,C,Ita1,14,9,10
Ita1C10,B10,C,Ita1,0,10,0
Ita1C2,B2,C,Ita1,1,10,0
Ita1C2,B2,C,Ita1,2,10,0
Ita1C2,B2,C,Ita1,3,10,0
Ita1C2,B2,C,Ita1,4,10,0
Ita1C2,B2,C,Ita1,5,10,0
Ita1C2,B2,C,Ita1,6,10,0
Ita1C2,B2,C,Ita1,7,10,0
Ita1C2,B2,C,Ita1,8,10,0
Ita1C2,B2,C,Ita1,9,10,0
Ita1C2,B2,C,Ita1,10,10,0
Ita1C2,B2,C,Ita1,11,10,0
Ita1C2,B2,C,Ita1,12,10,0
Ita1C2,B2,C,Ita1,13,10,0
Ita1C2,B2,C,Ita1,14,10,0
Ita1C2,B2,C,Ita1,0,10,0
Ita1C3,B3,C,Ita1,1,10,0
Ita1C3,B3,C,Ita1,2,10,0
Ita1C3,B3,C,Ita1,3,10,0
Ita1C3,B3,C,Ita1,4,10,0
Ita1C3,B3,C,Ita1,5,10,0
Ita1C3,B3,C,Ita1,6,10,0
Ita1C3,B3,C,Ita1,7,10,0
Ita1C3,B3,C,Ita1,8,10,0
Ita1C3,B3,C,Ita1,9,10,0
Ita1C3,B3,C,Ita1,10,10,0
Ita1C3,B3,C,Ita1,11,10,0
Ita1C3,B3,C,Ita1,12,10,0
Ita1C3,B3,C,Ita1,13,10,0
Ita1C3,B3,C,Ita1,14,10,0
Ita1C3,B3,C,Ita1,0,10,0
Ita1C4,B4,C,Ita1,1,10,0
Ita1C4,B4,C,Ita1,2,10,0
Ita1C4,B4,C,Ita1,3,10,0
Ita1C4,B4,C,Ita1,4,10,0
Ita1C4,B4,C,Ita1,5,10,0
Ita1C4,B4,C,Ita1,6,10,0
Ita1C4,B4,C,Ita1,7,10,0
Ita1C4,B4,C,Ita1,8,10,0
Ita1C4,B4,C,Ita1,9,10,0
Ita1C4,B4,C,Ita1,10,10,0
Ita1C4,B4,C,Ita1,11,10,0
Ita1C4,B4,C,Ita1,12,10,0
Ita1C4,B4,C,Ita1,13,10,0
Ita1C4,B4,C,Ita1,14,10,0
Ita1C4,B4,C,Ita1,0,10,0
Ita1C5,B5,C,Ita1,1,10,0
Ita1C5,B5,C,Ita1,2,10,0
Ita1C5,B5,C,Ita1,3,9,10
Ita1C5,B5,C,Ita1,4,9,10
Ita1C5,B5,C,Ita1,5,9,10
Ita1C5,B5,C,Ita1,6,9,10
Ita1C5,B5,C,Ita1,7,9,10
Ita1C5,B5,C,Ita1,8,9,10
Ita1C5,B5,C,Ita1,9,9,10
Ita1C5,B5,C,Ita1,10,9,10
Ita1C5,B5,C,Ita1,11,9,10
Ita1C5,B5,C,Ita1,12,9,10
Ita1C5,B5,C,Ita1,13,9,10
Ita1C5,B5,C,Ita1,14,9,10
Ita1C5,B5,C,Ita1,0,10,0
Ita1C6,B6,C,Ita1,1,10,0
Ita1C6,B6,C,Ita1,2,10,0
Ita1C6,B6,C,Ita1,3,10,0
Ita1C6,B6,C,Ita1,4,10,0
Ita1C6,B6,C,Ita1,5,10,0
Ita1C6,B6,C,Ita1,6,10,0
Ita1C6,B6,C,Ita1,7,10,0
Ita1C6,B6,C,Ita1,8,10,0
Ita1C6,B6,C,Ita1,9,10,0
Ita1C6,B6,C,Ita1,10,10,0
Ita1C6,B6,C,Ita1,11,10,0
Ita1C6,B6,C,Ita1,12,10,0
Ita1C6,B6,C,Ita1,13,10,0
Ita1C6,B6,C,Ita1,14,10,0
Ita1C6,B6,C,Ita1,0,10,0
Ita1C7,B7,C,Ita1,1,10,0
Ita1C7,B7,C,Ita1,2,10,0
Ita1C7,B7,C,Ita1,3,10,0
Ita1C7,B7,C,Ita1,4,10,0
Ita1C7,B7,C,Ita1,5,10,0
Ita1C7,B7,C,Ita1,6,10,0
Ita1C7,B7,C,Ita1,7,10,0
Ita1C7,B7,C,Ita1,8,10,0
Ita1C7,B7,C,Ita1,9,10,0
Ita1C7,B7,C,Ita1,10,9,10
Ita1C7,B7,C,Ita1,11,9,10
Ita1C7,B7,C,Ita1,12,9,10
Ita1C7,B7,C,Ita1,13,9,10
Ita1C7,B7,C,Ita1,14,9,10
Ita1C7,B7,C,Ita1,0,10,0
Ita1C8,B8,C,Ita1,1,10,0
Ita1C8,B8,C,Ita1,2,10,0
Ita1C8,B8,C,Ita1,3,10,0
Ita1C8,B8,C,Ita1,4,10,0
Ita1C8,B8,C,Ita1,5,10,0
Ita1C8,B8,C,Ita1,6,10,0
Ita1C8,B8,C,Ita1,7,10,0
Ita1C8,B8,C,Ita1,8,10,0
Ita1C8,B8,C,Ita1,9,10,0
Ita1C8,B8,C,Ita1,10,9,10
Ita1C8,B8,C,Ita1,11,9,10
Ita1C8,B8,C,Ita1,12,9,10
Ita1C8,B8,C,Ita1,13,9,10
Ita1C8,B8,C,Ita1,14,9,10
Ita1C8,B8,C,Ita1,0,10,0
Ita1C9,B9,C,Ita1,1,10,0
Ita1C9,B9,C,Ita1,2,10,0
Ita1C9,B9,C,Ita1,3,10,0
Ita1C9,B9,C,Ita1,4,10,0
Ita1C9,B9,C,Ita1,5,10,0
Ita1C9,B9,C,Ita1,6,10,0
Ita1C9,B9,C,Ita1,7,10,0
Ita1C9,B9,C,Ita1,8,9,10
Ita1C9,B9,C,Ita1,9,9,10
Ita1C9,B9,C,Ita1,10,9,10
Ita1C9,B9,C,Ita1,11,9,10
Ita1C9,B9,C,Ita1,12,9,10
Ita1C9,B9,C,Ita1,13,9,10
Ita1C9,B9,C,Ita1,14,9,10
Ita1C9,B9,C,Ita1,0,10,0
Ita2B1,B1,B,Ita2,1,10,0
Ita2B1,B1,B,Ita2,2,10,0
Ita2B1,B1,B,Ita2,3,10,0
Ita2B1,B1,B,Ita2,4,10,0
Ita2B1,B1,B,Ita2,5,10,0
Ita2B1,B1,B,Ita2,6,10,0
Ita2B1,B1,B,Ita2,7,10,0
Ita2B1,B1,B,Ita2,8,9,10
Ita2B1,B1,B,Ita2,9,9,10
Ita2B1,B1,B,Ita2,10,9,10
Ita2B1,B1,B,Ita2,11,7,30
Ita2B1,B1,B,Ita2,12,6,40
Ita2B1,B1,B,Ita2,13,6,40
Ita2B1,B1,B,Ita2,14,6,40
Ita2B1,B1,B,Ita2,0,10,0
Ita2B10,B10,B,Ita2,1,10,0
Ita2B10,B10,B,Ita2,2,10,0
Ita2B10,B10,B,Ita2,3,10,0
Ita2B10,B10,B,Ita2,4,10,0
Ita2B10,B10,B,Ita2,5,10,0
Ita2B10,B10,B,Ita2,6,10,0
Ita2B10,B10,B,Ita2,7,10,0
Ita2B10,B10,B,Ita2,8,10,0
Ita2B10,B10,B,Ita2,9,10,0
Ita2B10,B10,B,Ita2,10,10,0
Ita2B10,B10,B,Ita2,11,10,0
Ita2B10,B10,B,Ita2,12,10,0
Ita2B10,B10,B,Ita2,13,9,10
Ita2B10,B10,B,Ita2,14,9,10
Ita2B10,B10,B,Ita2,0,10,0
Ita2B2,B2,B,Ita2,1,8,20
Ita2B2,B2,B,Ita2,2,8,20
Ita2B2,B2,B,Ita2,3,8,20
Ita2B2,B2,B,Ita2,4,8,20
Ita2B2,B2,B,Ita2,5,8,20
Ita2B2,B2,B,Ita2,6,8,20
Ita2B2,B2,B,Ita2,7,8,20
Ita2B2,B2,B,Ita2,8,8,20
Ita2B2,B2,B,Ita2,9,8,20
Ita2B2,B2,B,Ita2,10,8,20
Ita2B2,B2,B,Ita2,11,8,20
Ita2B2,B2,B,Ita2,12,7,30
Ita2B2,B2,B,Ita2,13,7,30
Ita2B2,B2,B,Ita2,14,7,30
Ita2B2,B2,B,Ita2,0,10,0
Ita2B3,B3,B,Ita2,1,10,0
Ita2B3,B3,B,Ita2,2,10,0
Ita2B3,B3,B,Ita2,3,10,0
Ita2B3,B3,B,Ita2,4,10,0
Ita2B3,B3,B,Ita2,5,10,0
Ita2B3,B3,B,Ita2,6,10,0
Ita2B3,B3,B,Ita2,7,10,0
Ita2B3,B3,B,Ita2,8,10,0
Ita2B3,B3,B,Ita2,9,10,0
Ita2B3,B3,B,Ita2,10,10,0
Ita2B3,B3,B,Ita2,11,9,10
Ita2B3,B3,B,Ita2,12,9,10
Ita2B3,B3,B,Ita2,13,8,20
Ita2B3,B3,B,Ita2,14,7,30
Ita2B3,B3,B,Ita2,0,10,0
Ita2B4,B4,B,Ita2,1,10,0
Ita2B4,B4,B,Ita2,2,10,0
Ita2B4,B4,B,Ita2,3,10,0
Ita2B4,B4,B,Ita2,4,10,0
Ita2B4,B4,B,Ita2,5,10,0
Ita2B4,B4,B,Ita2,6,10,0
Ita2B4,B4,B,Ita2,7,10,0
Ita2B4,B4,B,Ita2,8,10,0
Ita2B4,B4,B,Ita2,9,10,0
Ita2B4,B4,B,Ita2,10,10,0
Ita2B4,B4,B,Ita2,11,10,0
Ita2B4,B4,B,Ita2,12,10,0
Ita2B4,B4,B,Ita2,13,10,0
Ita2B4,B4,B,Ita2,14,9,10
Ita2B4,B4,B,Ita2,0,10,0
Ita2B5,B5,B,Ita2,1,10,0
Ita2B5,B5,B,Ita2,2,10,0
Ita2B5,B5,B,Ita2,3,10,0
Ita2B5,B5,B,Ita2,4,10,0
Ita2B5,B5,B,Ita2,5,10,0
Ita2B5,B5,B,Ita2,6,10,0
Ita2B5,B5,B,Ita2,7,10,0
Ita2B5,B5,B,Ita2,8,10,0
Ita2B5,B5,B,Ita2,9,10,0
Ita2B5,B5,B,Ita2,10,10,0
Ita2B5,B5,B,Ita2,11,10,0
Ita2B5,B5,B,Ita2,12,10,0
Ita2B5,B5,B,Ita2,13,9,10
Ita2B5,B5,B,Ita2,14,9,10
Ita2B5,B5,B,Ita2,0,10,0
Ita2B6,B6,B,Ita2,1,8,20
Ita2B6,B6,B,Ita2,2,8,20
Ita2B6,B6,B,Ita2,3,8,20
Ita2B6,B6,B,Ita2,4,8,20
Ita2B6,B6,B,Ita2,5,8,20
Ita2B6,B6,B,Ita2,6,8,20
Ita2B6,B6,B,Ita2,7,8,20
Ita2B6,B6,B,Ita2,8,8,20
Ita2B6,B6,B,Ita2,9,8,20
Ita2B6,B6,B,Ita2,10,8,20
Ita2B6,B6,B,Ita2,11,8,20
Ita2B6,B6,B,Ita2,12,8,20
Ita2B6,B6,B,Ita2,13,8,20
Ita2B6,B6,B,Ita2,14,8,20
Ita2B6,B6,B,Ita2,0,10,0
Ita2B7,B7,B,Ita2,1,8,20
Ita2B7,B7,B,Ita2,2,8,20
Ita2B7,B7,B,Ita2,3,8,20
Ita2B7,B7,B,Ita2,4,8,20
Ita2B7,B7,B,Ita2,5,8,20
Ita2B7,B7,B,Ita2,6,8,20
Ita2B7,B7,B,Ita2,7,8,20
Ita2B7,B7,B,Ita2,8,8,20
Ita2B7,B7,B,Ita2,9,8,20
Ita2B7,B7,B,Ita2,10,8,20
Ita2B7,B7,B,Ita2,11,8,20
Ita2B7,B7,B,Ita2,12,8,20
Ita2B7,B7,B,Ita2,13,8,20
Ita2B7,B7,B,Ita2,14,8,20
Ita2B7,B7,B,Ita2,0,10,0
Ita2B8,B8,B,Ita2,1,8,20
Ita2B8,B8,B,Ita2,2,8,20
Ita2B8,B8,B,Ita2,3,8,20
Ita2B8,B8,B,Ita2,4,8,20
Ita2B8,B8,B,Ita2,5,8,20
Ita2B8,B8,B,Ita2,6,8,20
Ita2B8,B8,B,Ita2,7,8,20
Ita2B8,B8,B,Ita2,8,7,30
Ita2B8,B8,B,Ita2,9,7,30
Ita2B8,B8,B,Ita2,10,7,30
Ita2B8,B8,B,Ita2,11,6,40
Ita2B8,B8,B,Ita2,12,6,40
Ita2B8,B8,B,Ita2,13,5,50
Ita2B8,B8,B,Ita2,14,5,50
Ita2B8,B8,B,Ita2,0,10,0
Ita2B9,B9,B,Ita2,1,10,0
Ita2B9,B9,B,Ita2,2,10,0
Ita2B9,B9,B,Ita2,3,10,0
Ita2B9,B9,B,Ita2,4,10,0
Ita2B9,B9,B,Ita2,5,10,0
Ita2B9,B9,B,Ita2,6,10,0
Ita2B9,B9,B,Ita2,7,10,0
Ita2B9,B9,B,Ita2,8,10,0
Ita2B9,B9,B,Ita2,9,10,0
Ita2B9,B9,B,Ita2,10,10,0
Ita2B9,B9,B,Ita2,11,10,0
Ita2B9,B9,B,Ita2,12,10,0
Ita2B9,B9,B,Ita2,13,10,0
Ita2B9,B9,B,Ita2,14,8,20
Ita2B9,B9,B,Ita2,0,10,0
Ita2C1,B1,C,Ita2,1,10,0
Ita2C1,B1,C,Ita2,2,10,0
Ita2C1,B1,C,Ita2,3,10,0
Ita2C1,B1,C,Ita2,4,10,0
Ita2C1,B1,C,Ita2,5,10,0
Ita2C1,B1,C,Ita2,6,10,0
Ita2C1,B1,C,Ita2,7,10,0
Ita2C1,B1,C,Ita2,8,10,0
Ita2C1,B1,C,Ita2,9,10,0
Ita2C1,B1,C,Ita2,10,10,0
Ita2C1,B1,C,Ita2,11,10,0
Ita2C1,B1,C,Ita2,12,10,0
Ita2C1,B1,C,Ita2,13,10,0
Ita2C1,B1,C,Ita2,14,10,0
Ita2C1,B1,C,Ita2,0,10,0
Ita2C10,B10,C,Ita2,1,10,0
Ita2C10,B10,C,Ita2,2,10,0
Ita2C10,B10,C,Ita2,3,10,0
Ita2C10,B10,C,Ita2,4,10,0
Ita2C10,B10,C,Ita2,5,10,0
Ita2C10,B10,C,Ita2,6,10,0
Ita2C10,B10,C,Ita2,7,10,0
Ita2C10,B10,C,Ita2,8,10,0
Ita2C10,B10,C,Ita2,9,10,0
Ita2C10,B10,C,Ita2,10,10,0
Ita2C10,B10,C,Ita2,11,10,0
Ita2C10,B10,C,Ita2,12,10,0
Ita2C10,B10,C,Ita2,13,10,0
Ita2C10,B10,C,Ita2,14,10,0
Ita2C10,B10,C,Ita2,0,10,0
Ita2C2,B2,C,Ita2,1,10,0
Ita2C2,B2,C,Ita2,2,10,0
Ita2C2,B2,C,Ita2,3,10,0
Ita2C2,B2,C,Ita2,4,10,0
Ita2C2,B2,C,Ita2,5,10,0
Ita2C2,B2,C,Ita2,6,10,0
Ita2C2,B2,C,Ita2,7,10,0
Ita2C2,B2,C,Ita2,8,10,0
Ita2C2,B2,C,Ita2,9,10,0
Ita2C2,B2,C,Ita2,10,10,0
Ita2C2,B2,C,Ita2,11,10,0
Ita2C2,B2,C,Ita2,12,10,0
Ita2C2,B2,C,Ita2,13,10,0
Ita2C2,B2,C,Ita2,14,10,0
Ita2C2,B2,C,Ita2,0,10,0
Ita2C3,B3,C,Ita2,1,10,0
Ita2C3,B3,C,Ita2,2,10,0
Ita2C3,B3,C,Ita2,3,10,0
Ita2C3,B3,C,Ita2,4,10,0
Ita2C3,B3,C,Ita2,5,10,0
Ita2C3,B3,C,Ita2,6,10,0
Ita2C3,B3,C,Ita2,7,10,0
Ita2C3,B3,C,Ita2,8,10,0
Ita2C3,B3,C,Ita2,9,9,10
Ita2C3,B3,C,Ita2,10,9,10
Ita2C3,B3,C,Ita2,11,9,10
Ita2C3,B3,C,Ita2,12,9,10
Ita2C3,B3,C,Ita2,13,8,20
Ita2C3,B3,C,Ita2,14,8,20
Ita2C3,B3,C,Ita2,0,10,0
Ita2C4,B4,C,Ita2,1,10,0
Ita2C4,B4,C,Ita2,2,10,0
Ita2C4,B4,C,Ita2,3,10,0
Ita2C4,B4,C,Ita2,4,10,0
Ita2C4,B4,C,Ita2,5,10,0
Ita2C4,B4,C,Ita2,6,10,0
Ita2C4,B4,C,Ita2,7,10,0
Ita2C4,B4,C,Ita2,8,10,0
Ita2C4,B4,C,Ita2,9,10,0
Ita2C4,B4,C,Ita2,10,10,0
Ita2C4,B4,C,Ita2,11,10,0
Ita2C4,B4,C,Ita2,12,10,0
Ita2C4,B4,C,Ita2,13,10,0
Ita2C4,B4,C,Ita2,14,10,0
Ita2C4,B4,C,Ita2,0,10,0
Ita2C5,B5,C,Ita2,1,10,0
Ita2C5,B5,C,Ita2,2,10,0
Ita2C5,B5,C,Ita2,3,10,0
Ita2C5,B5,C,Ita2,4,10,0
Ita2C5,B5,C,Ita2,5,10,0
Ita2C5,B5,C,Ita2,6,10,0
Ita2C5,B5,C,Ita2,7,10,0
Ita2C5,B5,C,Ita2,8,10,0
Ita2C5,B5,C,Ita2,9,10,0
Ita2C5,B5,C,Ita2,10,10,0
Ita2C5,B5,C,Ita2,11,10,0
Ita2C5,B5,C,Ita2,12,10,0
Ita2C5,B5,C,Ita2,13,10,0
Ita2C5,B5,C,Ita2,14,10,0
Ita2C5,B5,C,Ita2,0,10,0
Ita2C6,B6,C,Ita2,1,10,0
Ita2C6,B6,C,Ita2,2,10,0
Ita2C6,B6,C,Ita2,3,10,0
Ita2C6,B6,C,Ita2,4,10,0
Ita2C6,B6,C,Ita2,5,10,0
Ita2C6,B6,C,Ita2,6,10,0
Ita2C6,B6,C,Ita2,7,10,0
Ita2C6,B6,C,Ita2,8,10,0
Ita2C6,B6,C,Ita2,9,10,0
Ita2C6,B6,C,Ita2,10,10,0
Ita2C6,B6,C,Ita2,11,10,0
Ita2C6,B6,C,Ita2,12,10,0
Ita2C6,B6,C,Ita2,13,10,0
Ita2C6,B6,C,Ita2,14,10,0
Ita2C6,B6,C,Ita2,0,10,0
Ita2C7,B7,C,Ita2,1,10,0
Ita2C7,B7,C,Ita2,2,10,0
Ita2C7,B7,C,Ita2,3,10,0
Ita2C7,B7,C,Ita2,4,10,0
Ita2C7,B7,C,Ita2,5,10,0
Ita2C7,B7,C,Ita2,6,10,0
Ita2C7,B7,C,Ita2,7,10,0
Ita2C7,B7,C,Ita2,8,10,0
Ita2C7,B7,C,Ita2,9,10,0
Ita2C7,B7,C,Ita2,10,10,0
Ita2C7,B7,C,Ita2,11,10,0
Ita2C7,B7,C,Ita2,12,10,0
Ita2C7,B7,C,Ita2,13,10,0
Ita2C7,B7,C,Ita2,14,10,0
Ita2C7,B7,C,Ita2,0,10,0
Ita2C8,B8,C,Ita2,1,10,0
Ita2C8,B8,C,Ita2,2,10,0
Ita2C8,B8,C,Ita2,3,10,0
Ita2C8,B8,C,Ita2,4,10,0
Ita2C8,B8,C,Ita2,5,10,0
Ita2C8,B8,C,Ita2,6,10,0
Ita2C8,B8,C,Ita2,7,10,0
Ita2C8,B8,C,Ita2,8,10,0
Ita2C8,B8,C,Ita2,9,10,0
